00 54 22,Unit Prices Schedule,,
00 54 33,Digital/Electronic Data Protocol Exhibit,,
00 54 36,Building Information Modeling Exhibit,,
00 55 00,Notice to Proceed,,
00 60 00,Project Forms,,
00 61 00,Bond Forms,,
00 61 13,Performance and Payment Bond Form,,
6113.13,Performance Bond Form,,
6113.16,Payment Bond Form,,
00 61 16,Lien Bond Form,,
00 61 19,Maintenance Bond Form,,
00 61 23,Retainage Bond Form,,
00 61 26,Special Bond Form,,
00 62 00,Certificates and Other Forms,,
00 62 11,Submittal Transmittal Form,,
00 62 16,Certificate of Insurance Form,,
00 62 19,Infection Control Form,,
00 62 23,Construction Waste Diversion Form,,
00 62 33,Products Form,,
00 62 34,Recycled Content of Materials Form,,
,,,
5,,,
,,,
MasterFormat® 2016 - Numbers and Titles,April 2016,,
00 62 39,Minority Business Enterprise Certification Form,,
00 62 73,Schedule of Values Form,,
00 62 76,Application for Payment Form,,
6276.13,Sales Tax Form,,
6276.16,Consent of Surety to Reduction of Retainage Form,,
00 62 79,Stored Material Form,,
00 62 83,Construction Schedule Form,,
00 62 86,Work Plan Schedule Form,,
00 62 89,Construction Equipment Form,,
00 63 00,Clarification and Modification Forms,,
00 63 13,Request for Interpretation Form,,
00 63 19,Clarification Form,,
00 63 25,Substitution Request Form (During Construction),,
00 63 33,Supplemental Instruction Form,,
00 63 36,Field Order Form,,
00 63 43,Written Amendment Form,,
00 63 46,Construction Change Directive Form,,
00 63 49,Work Change Directive Form,,
00 63 53,Request for Proposal Form,,
00 63 54,Proposal Worksheet Summary Form,,
00 63 55,Proposal Worksheet Detail Form,,
00 63 57,Change Order Request Form,,
00 63 63,Change Order Form,,
00 65 00,Closeout Forms,,
00 65 13,Certificate of Compliance Form,,
00 65 16,Certificate of Substantial Completion Form,,
00 65 19,Certificate of Completion Form,,
6519.13,Affidavit of Payment of Debts and Claims Form,,
6519.16,Affidavit of Release of Liens Form,,
6519.19,Consent of Surety to Final Payment Form,,
6519.23,Acceptance Certificate Form,,
6519.26,Final Settlement Certificate Form,,
00 65 36,Warranty Form,,
00 65 73,Statutory Declaration Form,,
00 70 00,Conditions of the Contract,,
00 71 00,Contracting Definitions,,
00 72 00,General Conditions,,
00 72 13,General Conditions - Stipulated Sum (Single-Prime Contract),,
00 72 16,General Conditions - Stipulated Sum (Multiple-Prime Contract),,
00 72 23,General Conditions - Construction Management (Single-Prime Contract),,
00 72 26,General Conditions - Construction Management (Multiple-Prime Contract),,
00 72 33,General Conditions - Cost Plus-Fee (Single-Prime Contract),,
00 72 36,General Conditions - Cost-Plus-Fee (Multiple-Prime Contract),,
00 72 43,General Conditions - Unit Price (Single-Prime Contract),,
00 72 46,General Conditions - Unit Price (Multiple-Prime Contract),,
00 72 53,General Conditions - Design/Build (Single-Prime Contract),,
00 72 56,General Conditions - Design/Build (Multiple-Prime Contract),,
00 72 73,General Conditions - Performance Contract,,
00 72 95,General Conditions - Integrated Project Delivery,,
,,,
6,,,
,,,
MasterFormat® 2016 - Numbers and Titles,,April 2016,
00 73 00,Supplementary Conditions,,
00 73 16,Insurance Requirements,,
00 73 19,Health and Safety Requirements,,
00 73 23,Purchase Contracts,,
00 73 26,Assigned Contracts,,
00 73 33,Non-Segregated Facilities Requirements,,
00 73 36,Equal Employment Opportunity Requirements,,
00 73 39,Minority Business Enterprise Requirements,,
00 73 43,Wage Rate Requirements,,
00 73 46,Wage Determination Schedule,,
00 73 49,Labor Stabilization Agreement,,
00 73 53,Anti-Pollution Measures,,
00 73 63,Security Requirements,,
00 73 73,Statutory Requirements,,
00 73 83,Dispute Resolution,,
00 90 00,"Revisions, Clarifications, and",,
,Modifications,,
00 91 00,Precontract Revisions,,
00 91 13,Addenda,,
00 91 16,Bid Revisions,,
00 91 19,Proposal Revisions,,
00 93 00,Record Clarifications and Proposals,,
00 93 13,Record Requests for Interpretation,,
00 93 19,Record Clarification Notices,,
00 93 53,Record Proposal Requests,,
00 93 54,Record Proposal Worksheet Summaries,,
00 93 57,Record Change Order Requests,,
00 94 00,Record Modifications,,
00 94 33,Record Minor Changes in the Work,,
00 94 36,Record Supplemental Instructions,,
00 94 39,Record Field Orders,,
00 94 43,Record Amendments,,
00 94 46,Record Construction Change Directives,,
00 94 49,Record Work Change Directives,,
00 94 63,Record Change Orders,,
01 00 00,General Requirements,,
01 10 00,Summary,,
01 11 00,Summary of Work,,
01 11 13,Work Covered by Contract Documents,,
01 11 16,Work by Owner,,
01 11 19,Purchase Contracts,,
01 12 00,Multiple Contract Summary,,
01 12 13,Summary of Contracts,,
01 12 16,Work Sequence,,
01 12 19,Contract Interface,,
01 14 00,Work Restrictions,,
,,,
7,,,
,,,
,MasterFormat® 2016 - Numbers and Titles,,April 2016
,01 14 13,Access to Site,
,01 14 16,Coordination with Occupants,
,01 14 19,Use of Site,
,01 14 33,Work in Rights-of-Way,
01 18 00,,Project Utility Sources,
,01 18 13,Utility Service Connections,
01 20 00,,Price and Payment Procedures,
01 21 00,,Allowances,
01 21,13,Cash Allowances,
01 21,16,Contingency Allowances,
01 21,19,Testing and Inspecting Allowances,
01 21,23,Installation Allowances,
01 21,26,Product Allowances,
01 21,29,Quantity Allowances,
01 21,43,Time Allowances,
01 22 00,,Unit Prices,
01 22,13,Unit Price Measurement,
01 22,16,Unit Price Payment,
01 23 00,,Alternates,
01 24 00,,Value Analysis,
01 24,13,Value Engineering,
01 25 00,,Substitution Procedures,
01 25,13,Product Substitution Procedures,
01 25,16,Execution Substitution Procedures,
01 26 00,,Contract Modification Procedures,
01 26,13,Requests for Interpretation,
01 26,19,Clarification Notices,
01 26,33,Minor Changes in the Work,
01 26,36,Supplemental Instructions,
01 26,39,Field Orders,
01 26,43,Amendments,
01 26,46,Construction Change Directives,
01 26,49,Work Change Directives,
01 26,53,Proposal Requests,
01 26,54,Proposal Worksheet Summaries,
01 26,57,Change Order Requests,
01 26,63,Change Orders,
01 29 00,,Payment Procedures,
01 29,73,Schedule of Values,
01 29,76,Progress Payment Procedures,
01 29,83,Payment Procedures for Testing Laboratory Services,
01 30 00,,Administrative Requirements,
01 31 00,,Project Management and Coordination,
,01 31 13,Project Coordination,
,01 31 14,Facility Services Coordination,
,01 31 16,Multiple Contract Coordination,
,01 31 19,Project Meetings,
,,,
8,,,
,,,
MasterFormat® 2016 - Numbers and Titles,April 2016,,
13119.13,Preconstruction Meetings,,
13119.16,Site Mobilization Meetings,,
13119.23,Progress Meetings,,
13119.33,Preinstallation Meetings,,
01 31 23,Project Web Site,,
01 31 26,Electronic Communication Protocols,,
01 32 00,Construction Progress Documentation,,
01 32 13,Scheduling of Work,,
01 32 16,Construction Progress Schedule,,
13216.13,Network Analysis Schedules,,
01 32 19,Submittals Schedule,,
01 32 23,Survey and Layout Data,,
01 32 26,Construction Progress Reporting,,
01 32 29,Periodic Work Observation,,
01 32 33,Photographic Documentation,,
01 32 36,Video Monitoring and Documentation,,
01 32 43,Purchase Order Tracking,,
01 33 00,Submittal Procedures,,
01 33 13,Certificates,,
01 33 16,Design Data,,
01 33 19,Field Test Reporting,,
01 33 23,"Shop Drawings, Product Data, and Samples",,
01 33 26,Source Quality Control Reporting,,
01 33 29,Sustainable Design Reporting,,
13329.01,Material Cost Summary Form,,
13329.02,Wood-Containing Product List,,
13329.03,Metal-Containing Product List,,
13329.04,Material Content Form,,
13329.05,New Product Source Form,,
13329.06,Reused Product Form,,
13329.07,Prohibited Content Installer Certification,,
01 35 00,Special Procedures,,
01 35 03,Conservation Treatment Procedures,,
01 35 13,Special Project Procedures,,
13513.13,Special Project Procedures for Airport Facilities,,
13513.16,Special Project Procedures for Detention Facilities,,
13513.19,Special Project Procedures for Healthcare Facilities,,
13513.26,Special Project Procedures for Clean Rooms,,
13513.43,Special Project Procedures for Contaminated Sites,,
01 35 16,Alteration Project Procedures,,
01 35 23,Owner Safety Requirements,,
01 35 26,Governmental Safety Requirements,,
01 35 29,"Health, Safety, and Emergency Response Procedures",,
13529.13,"Health, Safety, and Emergency Response Procedures for Contaminated Sites",,
01 35 33,Infection Control Procedures,,
01 35 43,Environmental Procedures,,
13543.13,Environmental Procedures for Hazardous Materials,,
13543.16,Environmental Procedures for Toxic Materials,,
01 35 46,Indoor Air Quality Procedures,,
01 35 53,Security Procedures,,
01 35 63,Sustainability Certification Project Requirements,,
01 35 66,Sustainability Certification Project Procedures,,
,,,
9,,,
,,,
MasterFormat® 2016 - Numbers and Titles,,April 2016,
01 35 73,Delegated Design Procedures,,
01 35 91,Period Treatment Procedures,,
01 40 00,Quality Requirements,,
01 41 00,Regulatory Requirements,,
01 41 13,Codes,,
01 41 16,Laws,,
01 41 19,Rules,,
01 41 23,Fees,,
01 41 26,Permit Requirements,,
01 42 00,References,,
01 42 13,Abbreviations and Acronyms,,
01 42 16,Definitions,,
01 42 19,Reference Standards,,
01 43 00,Quality Assurance,,
01 43 13,Manufacturer Qualifications,,
01 43 16,Supplier Qualifications,,
01 43 19,Fabricator Qualifications,,
01 43 23,Installer Qualifications,,
01 43 26,Testing and Inspecting Agency Qualifications,,
01 43 29,Code-Required Special Inspector Qualifications,,
01 43 33,Manufacturer's Field Services,,
01 43 36,Field Samples,,
01 43 39,Mockups,,
01 45 00,Quality Control,,
01 45 13,Source Quality Control Procedures,,
01 45 16,Field Quality Control Procedures,,
14516.13,Contractor Quality Control,,
01 45 23,Testing and Inspecting Services,,
01 45 26,Plant Inspection Procedures,,
01 45 29,Testing Laboratory Services,,
01 45 33,Code-Required Special Inspections and Procedures,,
01 50 00,Temporary Facilities and Controls,,
01 51 00,Temporary Utilities,,
01 51 13,Temporary Electricity,,
01 51 16,Temporary Fire Protection,,
01 51 19,Temporary Fuel Oil,,
01 51 23,"Temporary Heating, Cooling, and Ventilating",,
01 51 26,Temporary Lighting,,
01 51 29,Temporary Natural-Gas,,
01 51 33,Temporary Telecommunications,,
01 51 36,Temporary Water,,
01 52 00,Construction Facilities,,
01 52 13,Field Offices and Sheds,,
01 52 16,First Aid Facilities,,
01 52 19,Sanitary Facilities,,
01 53 00,Temporary Construction,,
01 53 13,Temporary Bridges,,
01 53 16,Temporary Decking,,
,,,
10,,,
,,,
,MasterFormat® 2016 - Numbers and Titles,April 2016,
01 53,19,Temporary Overpasses,
01 53,23,Temporary Ramps,
01 53,26,Temporary Runarounds,
01 54 00,,Construction Aids,
01 54,13,Temporary Elevators,
01 54,16,Temporary Hoists,
01 54,19,Temporary Cranes,
01 54,23,Temporary Scaffolding and Platforms,
01 54,26,Temporary Swing Staging,
01 55 00,,Vehicular Access and Parking,
01 55,13,Temporary Access Roads,
01 55,16,Haul Routes,
01 55,19,Temporary Parking Areas,
01 55,23,Temporary Roads,
01 55,26,Traffic Control,
01 55,29,Staging Areas,
01 56 00,,Temporary Barriers and Enclosures,
01 56,13,Temporary Air Barriers,
01 56,16,Temporary Dust Barriers,
01 56,19,Temporary Noise Barriers,
01 56,23,Temporary Barricades,
01 56,26,Temporary Fencing,
01 56,29,Temporary Protective Walkways,
01 56,33,Temporary Security Barriers,
01 56,36,Temporary Security Enclosures,
01 56,39,Temporary Tree and Plant Protection,
01 57 00,,Temporary Controls,
01 57,13,Temporary Erosion and Sediment Control,
01 57,16,Temporary Pest Control,
01 57,19,Temporary Environmental Controls,
01 57,23,Temporary Storm Water Pollution Control,
01 57,26,Site Watering for Dust Control,
01 58 00,,Project Identification,
01 58,13,Temporary Project Signage,
01 58,16,Temporary Interior Signage,
01 60 00,,Product Requirements,
01 61 00,,Common Product Requirements,
01 61 13,,Software Licensing Requirements,
01 62 00,,Product Options,
01 64 00,,Owner-Furnished Products,
01 65 00,,Product Delivery Requirements,
01 66 00,,Product Storage and Handling Requirements,
01 66 13,,Product Storage and Handling Requirements for Hazardous Materials,
01 66 16,,Product Storage and Handling Requirements for Toxic Materials,
01 70 00,,Execution and Closeout Requirements,
01 71 00,,Examination and Preparation,
,,,
11,,,
,,,
MasterFormat® 2016 - Numbers and Titles,,April 2016,
01 71 13,Mobilization,,
01 71 16,Acceptance of Conditions,,
01 71 23,Field Engineering,,
17123.13,Construction Layout,,
17123.16,Construction Surveying,,
01 71 33,Protection of Adjacent Construction,,
01 71 36,Non-Destructive Concrete Examination,,
01 73 00,Execution,,
01 73 13,Application,,
01 73 16,Erection,,
01 73 19,Installation,,
01 73 23,Bracing and Anchoring,,
01 73 26,Existing Products,,
01 73 29,Cutting and Patching,,
01 74 00,Cleaning and Waste Management,,
01 74 13,Progress Cleaning,,
01 74 16,Site Maintenance,,
01 74 19,Construction Waste Management and Disposal,,
01 74 23,Final Cleaning,,
01 75 00,Starting and Adjusting,,
01 75 13,Checkout Procedures,,
01 75 16,Startup Procedures,,
01 76 00,Protecting Installed Construction,,
01 77 00,Closeout Procedures,,
01 77 13,Preliminary Closeout Reviews,,
01 77 16,Final Closeout Review,,
01 77 19,Closeout Requirements,,
01 78 00,Closeout Submittals,,
01 78 13,Completion and Correction List,,
01 78 19,Maintenance Contracts,,
01 78 23,Operation and Maintenance Data,,
17823.13,Operation Data,,
17823.16,Maintenance Data,,
17823.19,Preventative Maintenance Instructions,,
01 78 29,Final Site Survey,,
01 78 33,Bonds,,
01 78 36,Warranties,,
01 78 39,Project Record Documents,,
01 78 43,Spare Parts,,
01 78 46,Extra Stock Materials,,
01 78 53,Sustainable Design Closeout Documentation,,
01 79 00,Demonstration and Training,,
01 80 00,Performance Requirements,,
01 81 00,Facility Performance Requirements,,
01 81 13,Sustainable Design Requirements,,
01 81 16,Facility Environmental Requirements,,
01 81 19,Indoor Air Quality Requirements,,
01 82 00,Facility Substructure Performance Requirements,,
,,,
12,,,
,,,
MasterFormat® 2016 - Numbers and Titles,April 2016,,
01 82 13,Foundation Performance Requirements,,
01 82 16,Basement Construction Performance Requirements,,
01 83 00,Facility Shell Performance Requirements,,
01 83 13,Superstructure Performance Requirements,,
01 83 16,Exterior Enclosure Performance Requirements,,
01 83 19,Roofing Performance Requirements,,
01 84 00,Interiors Performance Requirements,,
01 84 13,Interior Construction Performance Requirements,,
01 84 16,Stairways Performance Requirements,,
01 84 19,Interior Finishes Performance Requirements,,
01 85 00,Conveying Equipment Performance Requirements,,
01 86 00,Facility Services Performance Requirements,,
01 86 13,Fire Suppression Performance Requirements,,
01 86 16,Plumbing Performance Requirements,,
01 86 19,HVAC Performance Requirements,,
01 86 23,Integrated Automation Performance Requirements,,
01 86 26,Electrical Performance Requirements,,
01 86 29,Communications Performance Requirements,,
01 86 33,Electronic Safety and Security Performance Requirements,,
01 87 00,Equipment and Furnishings Performance,,
Requirements,,,
01 87 13,Equipment Performance Requirements,,
01 87 16,Furnishings Performance Requirements,,
01 88 00,Other Facility Construction Performance,,
Requirements,,,
01 88 13,Special Construction Performance Requirements,,
01 88 16,Selective Construction Performance Requirements,,
01 89 00,Site Construction Performance Requirements,,
01 89 13,Site Preparation Performance Requirements,,
01 89 16,Site Improvements Performance Requirements,,
01 89 19,Site Plumbing Utilities Performance Requirements,,
01 89 23,Site HVAC Utilities Performance Requirements,,
01 89 26,Site Electrical Utilities Performance Requirements,,
01 89 29,Other Site Construction Performance Requirements,,
01 90 00,Life Cycle Activities,,
01 91 00,Commissioning,,
01 91 13,General Commissioning Requirements,,
01 91 16,Facility Substructure Commissioning,,
19116.13,Foundation Commissioning,,
19116.53,Basement Construction Commissioning,,
01 91 19,Facility Shell Commissioning,,
19119.13,Superstructure Commissioning,,
19119.43,Exterior Enclosure Commissioning,,
19119.73,Roofing Commissioning,,
01 91 23,Interiors Commissioning,,
19123.13,Interior Construction Commissioning,,
19123.43,Stairways Commissioning,,
19123.73,Interior Finishes Commissioning,,
,,,
13,,,
,,,
MasterFormat® 2016 - Numbers and Titles,,April 2016,
01 92 00,Facility Operation,,
01 92 13,Facility Operation Procedures,,
01 93 00,Facility Maintenance,,
01 93 13,Facility Maintenance Procedures,,
01 93 16,Recycling Programs,,
01 94 00,Facility Decommissioning,,
01 94 13,Facility Decommissioning Procedures,,
02 00 00,Existing Conditions,,
02 01 00,Maintenance of Existing Conditions,,
02 01 50,Maintenance of Site Remediation,,
02 01 65,Maintenance of Underground Storage Tank Removal,,
02 01 80,Maintenance of Facility Remediation,,
02 01 86,Maintenance of Hazardous Waste Drum Handling,,
02 03 00,Conservation Treatment for Existing Period,,
,Conditions,,
02 03 01,Maintenance of Existing Period Conditions,,
20301.19,Mothballing Period Structures,,
02 03 41,Selective Demolition for Period Structures,,
02 03 42,Removal and Salvage of Period Construction Materials,,
02 03 43,Period Structure Relocating,,
02 03 44,Shoring and Support of Period Structures,,
02 05 00,Common Work Results for Existing Conditions,,
02 05 19,Geosynthetics for Existing Conditions,,
20519.13,Geotextiles for Existing Conditions,,
20519.16,Geomembranes for Existing Conditions,,
20519.19,Geogrids for Existing Conditions,,
02 06 00,Schedules for Existing Conditions,,
02 06 13,Geotechnical Baseline Report,,
02 06 14,Geotechnical Data Report,,
02 06 30,Schedules for Subsurface Investigations,,
20630.13,Boring or Test Pit Log Schedule,,
02 06 50,Schedules for Site Remediation,,
02 06 65,Schedules for Underground Storage Tank Removal,,
02 06 80,Schedules for Facility Remediation,,
02 06 86,Schedules for Hazardous Waste Drum Handling,,
02 08 00,Commissioning of Existing Conditions,,
02 20 00,Assessment,,
02 21 00,Surveys,,
02 21 13,Site Surveys,,
22113.13,Boundary and Survey Markers,,
22113.23,Archeological and Historic Surveys,,
02 21 16,Measured Drawings,,
02 22 00,Existing Conditions Assessment,,
02 22 13,Movement and Vibration Assessment,,
02 22 16,Acoustic Assessment,,
02 22 19,Traffic Assessment,,
02 22 23,Accessibility Assessment,,
,,,
14,,,
,,,
MasterFormat® 2016 - Numbers and Titles,,April 2016,
02 24 00,Environmental Assessment,,
02 24 13,Natural Environment Assessment,,
22413.13,Air Assessment,,
22413.43,Water Assessment,,
22413.73,Land Assessment,,
02 24 23,Chemical Sampling and Analysis of Soils,,
02 24 43,Transboundary and Global Environmental Aspects Assessment,,
02 25 00,Existing Material Assessment,,
02 25 16,Existing Concrete Assessment,,
22516.13,Concrete Assessment Drilling,,
02 25 19,Existing Masonry Assessment,,
22519.13,Masonry Assessment Drilling,,
02 25 23,Existing Metals Assessment,,
22523.13,Welding Investigations,,
02 25 26,"Existing Wood, Plastics, and Composites Assessment",,
02 25 29,Existing Thermal and Moisture Protection Assessment,,
22529.13,Waterproofing Investigations,,
22529.23,Roofing Investigations,,
02 26 00,Hazardous Material Assessment,,
02 26 23,Asbestos Assessment,,
02 26 26,Lead Assessment,,
02 26 29,Polychlorinated Biphenyl Assessment,,
02 26 33,Biological Assessment,,
22633.13,Mold Assessment,,
02 26 36,Hazardous Waste Drum Assessment,,
02 30 00,Subsurface Investigation,,
02 31 00,Geophysical Investigations,,
02 31 13,Seismic Investigations,,
02 31 16,Gravity Investigations,,
02 31 19,Magnetic Investigations,,
02 31 23,Electromagnetic Investigations,,
02 31 26,Electrical Resistivity Investigations,,
02 31 29,Magnetotelluric Investigations,,
02 32 00,Geotechnical Investigations,,
02 32 13,Subsurface Drilling and Sampling,,
02 32 16,Material Testing,,
02 32 19,Exploratory Excavations,,
02 32 23,Geotechnical Monitoring Before Construction,,
23223.13,Groundwater Monitoring Before Construction,,
02 40 00,Demolition and Structure Moving,,
02 41 00,Demolition,,
02 41 13,Selective Site Demolition,,
24113.13,Paving Removal,,
24113.23,Utility Line Removal,,
24113.33,Railtrack Removal,,
02 41 16,Structure Demolition,,
24116.13,Building Demolition,,
24116.23,Tower Demolition,,
24116.33,Bridge Demolition,,
,,,
15,,,
,,,
MasterFormat® 2016 - Numbers and Titles,,April 2016,
24116.43,Dam Demolition,,
02 41 19,Selective Demolition,,
24119.13,Selective Building Demolition,,
24119.16,Selective Interior Demolition,,
24119.19,Selective Facility Services Demolition,,
24119.33,Selective Bridge Demolition,,
